435,2,1
436,2,2
437,2,3
438,2,4
439,2,5
440,3,2072
440,3,7032
440,2,6
440,3,3906
441,2,7
442,2,8
443,3,2188
443,3,1596
444,2,10
445,2,11
446,2,12
448,3,2110
448,2,10
449,2,14
450,2,15
451,2,16
452,2,17
453,2,18
454,2,19
455,2,20
456,2,21
457,2,2
458,2,22
459,3,4460
459,3,1076
459,2,23
460,2,23
460,3,1076
460,3,7444
460,3,5556
461,2,24
461,3,4660
461,3,3386
461,3,2188
462,2,25
463,2,15
464,2,26
465,2,27
466,2,15
467,2,28
468,2,29
470,2,31
471,2,32
472,3,2227
472,2,33
473,2,34
474,3,3386
474,3,3971
474,2,35
474,3,3798
474,3,2188
475,2,36
476,2,37
477,2,38
478,2,39
479,2,40
480,2,34
481,2,41
481,3,6379
481,3,3386
481,3,2188
482,2,42
483,2,43
484,2,44
484,3,7199
485,2,20
486,2,45
486,3,5000
486,3,2107
487,2,46
488,2,47
489,2,48
489,3,2183
489,3,6636
490,3,5607
490,2,6
491,2,12
492,2,13
493,2,49
493,3,4147
493,3,6452
494,3,4660
494,3,6963
494,3,3386
494,2,50
494,3,2188
495,2,51
496,2,30
497,2,52
498,2,40
499,2,53
500,2,6
501,2,54
502,2,55
503,2,56
504,2,57
505,2,58
506,2,59
507,3,6410
507,3,2200
507,2,60
507,3,4816
508,2,30
509,2,8
510,3,781
510,2,61
511,2,51
513,3,1998
513,2,63
514,3,5870
514,2,11
515,2,8
516,2,34
517,2,64
517,3,2015
518,2,8
519,2,65
520,2,14
520,3,2463
520,3,5482
520,3,2188
521,2,66
522,2,67
523,2,68
524,2,69
525,3,2928
525,2,70
526,2,71
527,2,72
528,3,3913
528,2,73
528,3,6124
528,3,4190
529,2,74
530,2,26
530,3,3488
531,2,75
532,2,76
533,2,11
533,3,1781
535,2,38
536,2,77
537,2,78
538,2,79
539,2,80
540,3,5960
540,2,13
541,2,81
542,3,2499
542,3,3386
542,3,2188
542,3,5142
542,2,43
543,2,82
544,2,83
545,2,84
546,2,52
547,2,15
548,2,85
549,2,86
550,2,87
551,2,76
552,2,88
553,3,3913
553,2,89
553,3,4190
554,2,90
555,2,91
556,2,92
557,2,68
558,2,61
558,3,781
559,2,35
560,2,34
561,2,93
562,2,44
562,3,7199
563,2,94
564,2,27
565,3,4816
565,3,6410
565,3,2200
565,2,60
566,2,95
566,3,1207
567,3,4706
567,3,3386
567,2,42
567,3,1648
567,3,2188
568,2,35
568,3,6623
568,3,1571
568,3,5200
569,3,6353
569,2,6
570,2,96
571,2,11
572,3,3971
572,3,2188
572,2,35
572,3,3798
572,3,3386
573,3,3971
573,3,3386
573,3,2188
573,2,97
574,2,98
575,2,99
576,2,100
577,2,101
578,2,15
579,2,6
579,3,7002
580,2,40
582,2,35
583,2,61
585,2,104
586,2,11
587,2,105
588,2,16
589,2,56
590,2,12
591,2,17
592,3,1425
592,2,54
593,2,106
594,2,15
595,3,3971
595,3,3386
595,3,2188
595,2,107
595,3,1300
595,3,5567
596,3,3832
596,3,7369
596,2,32
597,2,108
598,2,67
599,2,109
599,3,4440
600,2,110
601,2,30
602,2,111
602,3,3386
602,3,2188
602,3,3449
603,2,112
604,2,113
605,2,46
606,3,2188
606,3,3386
606,2,5
606,3,4660
607,2,114
608,3,2430
608,2,115
608,3,736
608,3,4765
609,2,116
610,3,4880
610,2,117
611,2,118
612,3,736
612,3,2430
612,3,4765
612,2,116
613,3,2499
613,3,2188
613,3,3386
613,2,43
615,2,71
616,3,6821
616,2,87
617,2,119
618,2,85
619,2,11
620,2,86
621,3,1543
621,3,6263
621,2,32
622,3,7436
622,2,120
623,3,2188
623,2,121
623,3,3971
623,3,3386
624,2,48
625,3,2188
625,3,5274
625,2,7
625,3,3386
626,2,122
627,2,123
628,2,122
629,2,124
630,2,125
631,2,126
632,3,4880
632,2,117
633,2,127
634,2,32
634,3,7369
634,3,3832
635,2,128
636,2,5
636,3,2943
636,3,2188
636,3,3386
636,3,4660
637,2,14
637,3,3971
637,3,2188
637,3,3386
638,2,30
639,3,4342
639,2,129
640,2,67
641,2,123
642,2,87
642,3,6821
643,2,130
644,3,3971
644,3,3386
644,2,131
644,3,2188
645,2,112
646,2,99
646,3,1781
647,2,52
648,2,132
650,2,50
651,2,133
652,2,134
654,3,1781
654,2,99
655,3,3386
655,2,35
655,3,2188
655,3,3971
655,3,3798
656,3,2515
656,2,134
657,2,21
658,2,135
659,2,136
660,2,88
661,2,8
662,2,137
663,2,63
664,3,1781
664,2,13
666,2,14
666,3,5482
666,3,2463
666,3,2188
667,2,139
668,2,99
669,2,140
670,2,50
670,3,1290
671,2,34
672,2,17
673,2,95
674,2,129
675,2,141
676,3,7439
676,3,2188
676,3,4660
676,3,3386
676,2,35
676,3,5278
677,3,3798
677,3,3971
677,3,2188
677,2,110
677,3,3386
678,2,142
679,3,2111
679,2,142
680,2,143
681,2,40
683,2,145
684,2,72
685,2,101
686,2,146
687,3,4765
687,3,5241
687,2,46
687,3,2582
687,3,4629
687,3,736
688,2,26
690,2,147
691,2,148
692,2,46
693,2,15
694,2,12
695,3,4731
695,2,16
696,2,122
697,2,149
698,2,112
699,2,150
700,2,19
701,2,151
701,3,1781
702,2,152
702,3,1159
702,3,1815
703,2,86
704,2,153
705,2,23
705,3,1982
706,3,2447
706,2,151
707,2,122
708,2,154
709,2,30
710,2,49
711,3,5000
711,2,63
711,3,2107
712,2,2
713,3,1076
713,2,23
713,3,7444
714,2,46
715,2,155
716,2,57
717,2,14
718,2,156
719,2,157
720,2,12
721,3,2941
721,2,62
722,2,148
723,3,2188
723,3,3971
723,2,122
723,3,3386
723,3,7217
724,2,158
725,2,17
726,2,159
727,2,151
729,2,160
730,2,76
731,2,161
732,2,162
733,2,43
734,2,11
734,3,5870
735,2,163
736,2,34
737,2,99
737,3,1781
738,2,147
739,2,48
739,3,7548
740,2,164
741,2,142
742,3,3913
742,2,68
742,3,4190
743,3,5960
744,2,165
745,2,122
746,2,72
748,2,43
749,2,15
750,2,166
751,2,58
752,2,53
753,2,167
754,3,3765
754,3,7490
754,2,6
755,2,160
756,2,34
757,2,26
758,2,38
759,3,4460
759,2,37
759,3,1076
760,2,46
761,2,68
761,3,3913
761,3,6251
761,3,4190
762,2,123
763,3,3386
763,3,2188
763,2,43
763,3,2499
764,3,752
764,2,53
765,3,6464
765,2,168
765,3,1532
766,2,82
767,2,147
769,2,169
770,3,6263
770,2,32
771,3,3906
771,3,3172
771,2,26
772,2,20
773,2,170
775,2,113
776,2,172
777,2,22
778,2,173
779,2,111
780,3,2463
780,2,150
780,3,2188
781,2,81
782,2,21
783,2,174
784,2,152
785,2,98
790,2,177
791,2,178
792,2,35
793,3,1648
793,3,2188
793,3,4706
793,3,3386
793,2,173
794,3,2447
794,2,46
795,2,179
796,2,27
797,2,180
800,2,15
802,2,182
803,2,12
804,2,47
805,2,27
806,2,16
807,2,30
808,2,30
809,2,134
810,2,21
810,3,4660
810,3,3386
810,3,2188
811,3,924
811,3,1994
813,2,6
814,2,71
815,2,47
817,3,4304
817,2,183
818,2,106
820,2,92
821,2,145
822,2,161
823,2,160
824,2,12
825,2,143
826,3,5946
826,2,140
827,2,17
827,3,3971
827,3,3386
827,3,2188
828,2,54
829,2,99
830,2,184
830,3,2405
831,2,177
833,2,186
834,2,34
835,2,187
836,2,130
836,3,6549
836,3,1815
837,2,188
838,3,2188
838,2,189
838,3,3386
839,2,40
840,2,179
841,2,2
843,2,24
844,2,97
845,2,8
846,3,4190
846,3,3913
846,2,68
846,3,6124
847,2,10
849,2,111
850,2,26
851,2,11
851,3,5870
852,2,190
853,2,51
854,2,117
854,3,4880
855,2,154
855,3,708
856,2,191
857,3,3331
857,2,21
858,2,156
859,2,160
860,2,192
861,3,6599
861,2,26
861,3,6402
862,2,78
863,2,15
864,2,30
865,3,2188
865,3,2463
865,2,14
865,3,2602
866,2,8
867,2,30
868,2,149
868,3,3108
869,2,160
869,3,6445
870,3,1045
870,2,6
871,2,81
872,3,2188
872,3,3386
872,2,14
873,2,68
874,2,68
875,2,193
876,2,51
877,2,12
878,2,121
879,3,708
879,2,154
880,2,100
881,2,118
882,2,194
883,2,59
884,3,3386
884,2,35
884,3,2188
884,3,3798
884,3,3971
885,2,18
886,3,3825
886,2,195
887,2,68
888,3,4190
888,3,3913
888,2,171
889,2,196
890,2,197
891,2,198
892,2,20
893,2,199
894,2,95
895,3,3386
895,3,2188
895,2,12
896,2,147
897,3,1596
897,3,2188
898,2,15
898,3,693
899,2,68
900,2,200
901,3,5870
901,2,11
903,2,13
904,2,163
905,2,197
906,2,117
907,3,1781
907,2,201
908,3,6124
908,3,1506
908,2,68
908,3,4190
908,3,3913
908,3,1458
909,2,202
910,2,163
911,2,10
912,3,1781
912,2,201
913,3,4190
913,3,2128
913,2,120
914,2,179
915,2,135
916,2,130
916,3,4253
916,3,1815
917,2,34
917,3,3038
918,2,46
919,2,203
920,2,16
921,2,110
921,3,3386
921,3,1653
921,3,2188
921,3,4660
922,2,204
923,2,122
923,3,5751
924,2,130
924,3,1994
925,2,6
925,3,5249
926,2,35
927,2,205
928,2,15
929,3,3906
929,2,26
930,2,68
931,3,3386
931,3,5274
931,2,34
931,3,2188
932,2,206
932,3,2494
933,2,207
934,2,208
935,2,15
936,3,4880
936,3,610
936,2,117
937,2,6
937,3,1491
938,2,48
939,2,127
941,2,68
942,2,53
943,2,177
944,2,12
945,3,3386
945,2,35
945,3,3798
945,3,3971
945,3,2188
946,2,110
946,3,2188
946,3,3386
946,3,4660
946,3,1653
947,2,30
948,3,2383
948,2,14
948,3,5482
948,3,2463
948,3,2188
949,2,70
950,2,137
951,2,121
951,3,4267
952,3,6069
952,2,15
953,2,100
954,3,1781
954,2,48
956,2,209
957,2,210
958,2,67
959,2,211
960,2,27
961,2,3
962,2,46
963,2,151
964,2,100
965,2,113
966,3,6167
966,2,2
968,2,122
969,2,133
970,3,1781
970,2,24
971,2,64
972,2,15
973,2,138
974,2,212
975,3,5472
975,3,3436
975,2,7
976,2,75
977,3,2188
977,3,2256
977,3,3386
977,2,213
977,3,3971
978,2,116
979,2,15
980,2,214
982,2,216
982,3,2689
983,2,57
984,2,5
984,3,4660
984,3,2943
984,3,3386
984,3,2188
986,2,38
986,3,758
987,2,130
988,2,153
990,2,40
991,2,208
992,2,218
993,2,219
994,2,130
994,3,522
995,3,7194
995,3,6619
995,2,154
996,2,46
997,2,46
998,2,2
999,2,32
1000,2,89
1001,2,46
1001,3,2724
1002,2,220
1003,2,112
1004,2,22
1004,3,6087
1005,2,190
1006,2,38
1007,2,68
1008,3,1781
1008,2,13
1009,2,42
1010,2,76
1011,2,221
1012,2,18
1013,2,217
1013,3,3589
1014,2,222
1015,2,84
1016,2,68
1016,3,4190
1016,3,3913
1016,3,1346
1016,3,6251
1017,2,87
1019,2,64
1020,2,116
1021,2,48
1021,3,7548
1022,2,67
1023,2,183
1023,3,4304
1024,2,223
